customer_id,last_purchase,total_orders,total_revenue,total_quantity,age,gender,region,churn,tenure_months,recency,frequency,monetary,cluster,recency_scaled,frequency_scaled,monetary_scaled,segment_label
CUST00532,2023-06-11,2,15000,5,62,Female,West,0,22,203,2,15000.0,0,0.17707840582500153,-1.085639551522346,-1.300535835476814,Segment 2
CUST00533,2023-10-10,2,30300,5,37,Female,West,1,51,82,2,30300.0,0,-0.9869800412608727,-1.085639551522346,-1.191733792570185,Segment 2
CUST00534,2023-08-02,5,208000,15,33,Female,West,1,7,151,5,208000.0,1,-0.32317811688958903,0.48995292106333155,0.07193437896628398,Segment 1
CUST00535,2023-01-12,2,9100,4,22,Female,West,1,59,353,2,9100.0,0,1.620126067501705,-1.085639551522346,-1.3424921788198931,Segment 2
CUST00536,2023-08-04,6,180100,20,21,Male,West,0,29,149,6,180100.0,1,-0.34241875237861175,1.0151504119252241,-0.1264693463340395,Segment 1
CUST00537,2023-10-23,2,165000,5,57,Female,East,0,23,69,2,165000.0,0,-1.1120441719395204,-1.085639551522346,-0.23384914031378448,Segment 2
CUST00538,2023-08-29,2,163300,8,60,Female,West,0,11,124,2,163300.0,0,-0.5829266959913957,-1.085639551522346,-0.2459382561922988,Segment 2
CUST00539,2023-05-14,4,265000,9,62,Male,South,1,26,231,4,265000.0,1,0.44644730267131955,-0.03524456979856102,0.4772753231282352,Segment 1
CUST00540,2023-01-24,10,322300,29,38,Male,North,1,34,341,10,322300.0,1,1.5046822545675689,3.1159403753727943,0.8847496406805124,Segment 1
CUST00541,2023-09-18,1,15000,5,36,Male,West,0,49,104,1,15000.0,0,-0.7753330508816229,-1.6108370423842386,-1.300535835476814,Segment 2
CUST00542,2023-03-26,3,12250,7,19,Female,South,0,59,280,3,12250.0,0,0.917842872152376,-0.5604420606604535,-1.3200917582214695,Segment 2
CUST00543,2023-07-13,2,211000,9,45,Female,East,0,22,171,2,211000.0,0,-0.1307717619993619,-1.085639551522346,0.09326811286954456,Segment 2
CUST00544,2023-06-28,3,223000,9,34,Female,South,0,57,186,3,223000.0,0,0.013533004168308448,-0.5604420606604535,0.17860304848258693,Segment 2
CUST00545,2023-11-08,4,210000,12,63,Female,West,1,20,53,4,210000.0,0,-1.265969255851702,-0.03524456979856102,0.08615686823512438,Segment 2
CUST00546,2023-02-19,4,24250,9,26,Male,West,0,12,315,4,24250.0,0,1.2545539932102736,-0.03524456979856102,-1.2347568226084271,Segment 2
CUST00547,2023-12-31,7,292300,25,58,Female,West,0,43,0,7,292300.0,1,-1.775846096310804,1.5403479027871165,0.6714123016479066,Segment 1
CUST00548,2023-09-30,3,82000,3,47,Male,West,0,31,92,3,82000.0,0,-0.8907768638157592,-0.5604420606604535,-0.8240824449706607,Segment 2
CUST00549,2023-10-15,4,206000,9,28,Male,East,0,20,77,4,206000.0,0,-1.0350816299834296,-0.03524456979856102,0.057711889697443584,Segment 2
CUST00550,2023-09-05,3,124000,8,53,Male,South,0,47,117,3,124000.0,0,-0.6502689202029752,-0.5604420606604535,-0.5254101703250126,Segment 2
CUST00551,2023-09-27,6,531100,21,36,Female,West,0,41,95,6,531100.0,1,-0.861915910582225,1.0151504119252241,2.369577520347449,Segment 1
CUST00552,2023-02-12,2,163100,6,64,Male,West,0,13,322,2,163100.0,0,1.321896217421853,-1.085639551522346,-0.24736050511918284,Segment 2
CUST00553,2023-10-03,2,238000,9,21,Male,West,0,9,89,2,238000.0,0,-0.9196378170492931,-1.085639551522346,0.2852717179988899,Segment 2
CUST00554,2023-03-06,9,457750,34,25,Male,North,1,59,300,9,457750.0,1,1.1102492270426032,2.590742884510902,1.847967726412728,Segment 1
CUST00555,2023-07-31,3,90000,6,23,Male,North,0,26,153,3,90000.0,0,-0.3039374814005663,-0.5604420606604535,-0.7671924878952993,Segment 2
CUST00556,2023-07-06,1,30000,2,40,Female,North,0,18,178,1,30000.0,0,-0.0634295377877824,-1.6108370423842386,-1.193867165960511,Segment 2
CUST00557,2023-07-30,2,8500,6,42,Male,North,0,4,154,2,8500.0,0,-0.294317163656055,-1.085639551522346,-1.3467589256005452,Segment 2
CUST00558,2023-03-26,1,45000,1,61,Female,South,1,45,280,1,45000.0,0,0.917842872152376,-1.6108370423842386,-1.087198496444208,Segment 2
CUST00559,2023-06-05,2,90000,6,40,Male,North,0,7,209,2,90000.0,0,0.23480031229206966,-1.085639551522346,-0.7671924878952993,Segment 2
CUST00560,2023-03-22,3,310000,7,30,Female,South,1,6,284,3,310000.0,0,0.9563241431304215,-0.5604420606604535,0.797281331677144,Segment 2
CUST00561,2023-04-21,7,316100,20,37,Female,North,0,41,254,7,316100.0,1,0.6677146107950808,1.5403479027871165,0.8406599239471072,Segment 1
CUST00562,2023-01-05,3,148100,5,49,Male,North,0,42,360,3,148100.0,0,1.6874682917132846,-0.5604420606604535,-0.3540291746354858,Segment 2
CUST00563,2023-07-14,5,347000,15,54,Male,East,0,18,170,5,347000.0,1,-0.14039207974387327,0.48995292106333155,1.0603973831506912,Segment 1
CUST00564,2023-11-25,7,470000,13,53,Female,South,0,6,36,7,470000.0,1,-1.4295146575083952,1.5403479027871165,1.9350804731843754,Segment 1
CUST00565,2023-09-30,2,175000,5,54,Female,North,0,21,92,2,175000.0,0,-0.8907768638157592,-1.085639551522346,-0.1627366939695825,Segment 2
CUST00566,2023-10-14,2,73000,5,27,Male,North,1,51,78,2,73000.0,0,-1.0254613122389182,-1.085639551522346,-0.8880836466804426,Segment 2
CUST00567,2023-02-09,5,514050,15,41,Female,South,1,57,325,5,514050.0,1,1.3507571706553871,0.48995292106333155,2.248330799330585,Segment 1
CUST00568,2023-09-07,7,433000,22,51,Male,North,0,11,115,7,433000.0,1,-0.6695095556919979,1.5403479027871165,1.6719644217108283,Segment 1
CUST00569,2023-03-20,3,70000,7,57,Female,North,0,36,286,3,70000.0,0,0.9755647786194441,-0.5604420606604535,-0.9094173805837031,Segment 2
CUST00570,2023-12-22,3,64000,13,58,Female,North,1,8,9,3,64000.0,0,-1.6892632366102018,-0.5604420606604535,-0.9520848483902243,Segment 2
CUST00571,2023-05-18,3,263300,12,25,Female,South,0,24,227,3,263300.0,0,0.4079660316932741,-0.5604420606604535,0.4651862072497209,Segment 2
CUST00572,2023-05-22,3,30500,7,50,Female,West,1,54,223,3,30500.0,0,0.3694847607152287,-0.5604420606604535,-1.190311543643301,Segment 2
CUST00573,2023-12-14,2,75000,5,46,Male,South,0,4,17,2,75000.0,0,-1.612300694654111,-1.085639551522346,-0.8738611574116022,Segment 2
CUST00574,2023-01-26,4,195400,11,45,Female,South,0,7,339,4,195400.0,0,1.485441619078546,-0.03524456979856102,-0.017667303427410498,Segment 2
CUST00575,2023-06-20,3,75200,7,58,Male,East,0,55,194,3,75200.0,0,0.0904955461243993,-0.5604420606604535,-0.8724389084847182,Segment 2
CUST00576,2023-11-23,5,100750,20,46,Female,South,0,13,38,5,100750.0,0,-1.4102740220193724,0.48995292106333155,-0.6907466080752821,Segment 2
CUST00577,2023-08-06,7,468000,25,21,Male,East,0,47,147,7,468000.0,1,-0.36165938786763446,1.5403479027871165,1.9208579839155349,Segment 1
CUST00578,2023-04-04,2,500,6,54,Female,South,1,18,271,2,500.0,0,0.8312600124517738,-1.085639551522346,-1.4036488826759068,Segment 2
CUST00579,2023-06-06,3,60000,3,32,Male,North,0,53,208,3,60000.0,0,0.2251799945475583,-0.5604420606604535,-0.9805298269279051,Segment 2
CUST00580,2023-03-26,2,36500,8,55,Male,North,0,51,280,2,36500.0,0,0.917842872152376,-1.085639551522346,-1.1476440758367796,Segment 2
CUST00581,2023-07-29,2,34000,4,33,Female,South,0,36,155,2,34000.0,0,-0.28469684591154365,-1.085639551522346,-1.1654221874228303,Segment 2
CUST00582,2023-12-02,7,317350,19,49,Male,South,0,54,29,7,317350.0,1,-1.4968568817199746,1.5403479027871165,0.8495489797401324,Segment 1
CUST00583,2023-03-23,5,219000,18,56,Female,West,0,31,283,5,219000.0,1,0.9467038253859101,0.48995292106333155,0.15015806994490613,Segment 1
CUST00584,2023-10-07,5,212000,17,56,Male,South,0,23,85,5,212000.0,1,-0.9581190880273386,0.48995292106333155,0.10037935750396476,Segment 1
CUST00585,2023-04-15,5,90150,14,52,Male,West,0,2,260,5,90150.0,0,0.7254365172621489,0.48995292106333155,-0.7661258012001362,Segment 2
CUST00586,2023-09-23,8,368350,29,61,Male,South,0,19,99,8,368350.0,1,-0.8234346396041796,2.065545393649009,1.2122224560955626,Segment 1
CUST00587,2023-02-24,8,352400,25,21,Male,North,0,6,310,8,352400.0,1,1.2064524044877167,2.065545393649009,1.0987981041765604,Segment 1
CUST00588,2023-05-27,5,153100,12,30,Female,West,1,59,218,5,153100.0,0,0.32138317199267186,0.48995292106333155,-0.31847295146338483,Segment 2
CUST00589,2023-04-29,2,9100,5,27,Male,East,1,27,246,2,9100.0,0,0.5907520688389899,-1.085639551522346,-1.3424921788198931,Segment 2
CUST00590,2023-10-16,5,474000,18,37,Male,North,1,39,76,5,474000.0,1,-1.044701947727941,0.48995292106333155,1.9635254517220562,Segment 1
CUST00591,2023-10-23,2,9250,8,24,Female,South,0,44,69,2,9250.0,0,-1.1120441719395204,-1.085639551522346,-1.3414254921247302,Segment 2
CUST00592,2023-09-03,3,75550,12,32,Male,West,1,13,119,3,75550.0,0,-0.6310282847139524,-0.5604420606604535,-0.8699499728626711,Segment 2
CUST00593,2023-07-05,4,182500,16,42,Male,South,0,41,179,4,182500.0,0,-0.05380922004327105,-0.03524456979856102,-0.10940235921143103,Segment 2
CUST00594,2023-10-26,8,422250,25,54,Female,South,1,45,66,8,422250.0,1,-1.1409051251730544,2.065545393649009,1.595518541890811,Segment 1
CUST00595,2023-07-29,1,12000,4,30,Male,West,1,29,155,1,12000.0,0,-0.28469684591154365,-1.6108370423842386,-1.3218695693800746,Segment 2
CUST00596,2023-10-23,8,452400,25,21,Male,West,0,11,69,8,452400.0,1,-1.1120441719395204,2.065545393649009,1.80992256761858,Segment 1
CUST00597,2023-06-24,3,120400,10,41,Male,East,0,58,190,3,120400.0,0,0.05201427514635388,-0.5604420606604535,-0.5510106510089252,Segment 2
CUST00598,2023-08-29,3,232000,11,43,Male,South,0,15,124,3,232000.0,0,-0.5829266959913957,-0.5604420606604535,0.2426042501923687,Segment 2
CUST00599,2023-06-15,4,269150,13,28,Female,North,1,51,199,4,269150.0,1,0.1385971348469561,-0.03524456979856102,0.506786988361079,Segment 1
CUST00600,2023-12-29,2,50200,4,19,Female,East,1,58,2,2,50200.0,0,-1.7566054608217814,-1.085639551522346,-1.050220024345223,Segment 2
CUST00601,2023-08-19,4,199250,13,34,Male,East,0,59,134,4,199250.0,0,-0.4867235185462821,-0.03524456979856102,0.00971098841510726,Segment 2
CUST00602,2023-06-26,4,150100,14,23,Female,North,0,53,188,4,150100.0,0,0.03277363965733116,-0.03524456979856102,-0.3398066853666454,Segment 2
CUST00603,2023-03-25,4,321000,12,33,Male,South,1,29,281,4,321000.0,1,0.9274631898968874,-0.03524456979856102,0.8755050226557662,Segment 1
CUST00604,2023-04-05,2,45400,5,18,Male,North,0,13,270,2,45400.0,0,0.8216396947072625,-1.085639551522346,-1.08435399859044,Segment 2
CUST00605,2023-08-30,8,394350,24,46,Female,North,1,2,123,8,394350.0,1,-0.592547013735907,2.065545393649009,1.3971148165904876,Segment 1
CUST00606,2023-12-22,2,200000,6,49,Female,North,1,49,9,2,200000.0,0,-1.6892632366102018,-1.085639551522346,0.015044421890922406,Segment 2
CUST00607,2023-12-18,3,132000,11,23,Female,East,0,8,13,3,132000.0,0,-1.6507819656321563,-0.5604420606604535,-0.468520213249651,Segment 2
CUST00608,2023-09-01,4,38300,8,38,Male,South,0,55,121,4,38300.0,0,-0.6117876492249298,-0.03524456979856102,-1.1348438354948234,Segment 2
CUST00610,2023-11-20,3,140450,11,50,Female,South,1,51,41,3,140450.0,0,-1.3814130687858384,-0.5604420606604535,-0.4084301960888003,Segment 2
CUST00611,2023-02-22,4,138500,11,54,Female,North,0,7,312,4,138500.0,0,1.2256930399767394,-0.03524456979856102,-0.42229712312591966,Segment 2
CUST00612,2023-06-07,2,75250,10,18,Male,North,1,28,207,2,75250.0,0,0.21555967680304694,-1.085639551522346,-0.8720833462529971,Segment 2
CUST00613,2023-10-20,1,6000,2,50,Female,West,0,11,72,1,6000.0,0,-1.0831832187059862,-1.6108370423842386,-1.3645370371865957,Segment 2
CUST00614,2023-10-17,3,63100,8,22,Male,East,0,29,75,3,63100.0,0,-1.0543222654724522,-0.5604420606604535,-0.9584849685612025,Segment 2
CUST00615,2023-07-09,5,149500,19,35,Male,North,0,23,175,5,149500.0,0,-0.09229049102131648,0.48995292106333155,-0.3440734321472975,Segment 2
CUST00616,2023-10-05,8,253250,27,48,Male,South,0,47,87,8,253250.0,1,-0.9388784525383159,2.065545393649009,0.39371819867379787,Segment 1
CUST00617,2023-08-04,4,163450,11,28,Female,East,0,37,149,4,163450.0,0,-0.34241875237861175,-0.03524456979856102,-0.2448715694971358,Segment 2
CUST00618,2023-10-29,5,84400,15,37,Male,East,0,39,63,5,84400.0,0,-1.1697660784065884,0.48995292106333155,-0.8070154578480523,Segment 2
CUST00619,2023-04-05,7,507100,22,50,Male,East,0,44,270,7,507100.0,1,0.8216396947072625,1.5403479027871165,2.1989076491213644,Segment 1
CUST00620,2023-12-31,5,245400,19,33,Male,East,0,45,0,5,245400.0,1,-1.775846096310804,0.48995292106333155,0.33789492829359935,Segment 1
CUST00621,2023-04-06,4,225050,9,46,Male,North,0,50,269,4,225050.0,0,0.8120193769627511,-0.03524456979856102,0.19318109998314834,Segment 2
CUST00622,2023-08-09,3,80000,8,21,Female,East,0,19,144,3,80000.0,0,-0.39052034110116857,-0.5604420606604535,-0.8383049342395011,Segment 2
CUST00623,2023-12-01,5,425000,15,56,Male,West,0,21,30,5,425000.0,1,-1.4872365639754632,0.48995292106333155,1.6150744646354667,Segment 1
CUST00624,2023-11-01,2,72000,9,20,Male,West,0,7,60,2,72000.0,0,-1.1986270316401226,-1.085639551522346,-0.8951948913148627,Segment 2
CUST00625,2023-05-23,3,224000,6,29,Male,North,0,4,222,3,224000.0,0,0.3598644429707173,-0.5604420606604535,0.18571429311700713,Segment 2
CUST00626,2023-02-28,3,51500,9,45,Male,North,0,26,306,3,51500.0,0,1.1679711335096714,-0.5604420606604535,-1.0409754063204768,Segment 2
CUST00627,2023-11-04,7,333500,24,33,Male,South,0,25,57,7,333500.0,1,-1.2274879848736566,1.5403479027871165,0.9643955805860186,Segment 1
CUST00628,2023-02-09,5,528000,13,59,Female,North,0,1,325,5,528000.0,1,1.3507571706553871,0.48995292106333155,2.347532661980747,Segment 1
CUST00629,2023-11-19,6,385200,16,37,Female,West,1,40,42,6,385200.0,1,-1.371792751041327,1.0151504119252241,1.3320469281855427,Segment 1
CUST00630,2023-01-02,3,311000,11,53,Female,North,0,35,363,3,311000.0,0,1.7163292449468186,-0.5604420606604535,0.8043925763115642,Segment 2
CUST00631,2023-05-24,2,188000,5,25,Male,East,0,39,221,2,188000.0,0,0.35024412522620596,-1.085639551522346,-0.07029051372211995,Segment 2
CUST00632,2023-04-19,3,149000,10,18,Female,South,0,2,256,3,149000.0,0,0.6869552462841034,-0.5604420606604535,-0.3476290544645076,Segment 2
CUST00633,2023-08-25,2,37000,2,20,Female,North,0,31,128,2,37000.0,0,-0.5444454250133502,-1.085639551522346,-1.1440884535195697,Segment 2
CUST00634,2023-11-14,4,187550,14,51,Female,South,0,43,47,4,187550.0,0,-1.3236911623187702,-0.03524456979856102,-0.07349057380760904,Segment 2
CUST00635,2023-11-27,1,15000,1,39,Male,East,1,57,34,1,15000.0,0,-1.448755292997418,-1.6108370423842386,-1.300535835476814,Segment 2
CUST00636,2023-03-28,2,105000,7,45,Female,East,0,40,278,2,105000.0,0,0.8986022366633533,-1.085639551522346,-0.6605238183789963,Segment 2
CUST00637,2023-04-24,4,217000,9,18,Female,East,1,42,251,4,217000.0,0,0.6388536575615467,-0.03524456979856102,0.13593558067606576,Segment 2
CUST00638,2023-06-07,3,250000,12,22,Female,East,0,42,207,3,250000.0,0,0.21555967680304694,-0.5604420606604535,0.37060665361193224,Segment 2
CUST00639,2023-07-10,5,253150,15,41,Female,North,1,1,174,5,253150.0,1,-0.10191080876582784,0.48995292106333155,0.39300707421035586,Segment 1
CUST00640,2023-07-02,7,243050,22,20,Male,East,0,34,182,7,243050.0,1,-0.02494826680973698,1.5403479027871165,0.32118350340271185,Segment 1
CUST00641,2023-12-07,1,163000,5,59,Male,South,0,51,24,1,163000.0,0,-1.5449584704425314,-1.6108370423842386,-0.24807162958262485,Segment 2
CUST00642,2023-02-13,3,159000,5,22,Male,North,0,4,321,3,159000.0,0,1.3122758996773416,-0.5604420606604535,-0.27651660812030565,Segment 2
CUST00643,2023-04-11,3,130000,5,41,Male,North,0,23,264,3,130000.0,0,0.7639177882401943,-0.5604420606604535,-0.48274270251849133,Segment 2
CUST00644,2023-09-15,2,120000,10,55,Male,West,0,55,107,2,120000.0,0,-0.7464720976480888,-1.085639551522346,-0.5538551488626933,Segment 2
CUST00645,2023-12-16,4,150450,14,29,Male,East,0,32,15,4,150450.0,0,-1.6315413301431336,-0.03524456979856102,-0.3373177497445983,Segment 2
CUST00646,2023-07-21,4,196500,12,42,Male,West,1,20,163,4,196500.0,0,-0.20773430395545275,-0.03524456979856102,-0.009844934329548282,Segment 2
CUST00647,2023-05-05,5,211000,15,20,Female,East,0,23,240,5,211000.0,1,0.5330301623719217,0.48995292106333155,0.09326811286954456,Segment 1
CUST00648,2023-05-04,7,102700,15,30,Female,East,0,14,241,7,102700.0,1,0.5426504801164331,1.5403479027871165,-0.6768796810381628,Segment 1
CUST00649,2023-07-23,5,219250,14,33,Female,West,0,28,161,5,219250.0,1,-0.22697493944447547,0.48995292106333155,0.1519358811035112,Segment 1
CUST00650,2023-04-23,2,288000,8,56,Male,East,0,26,252,2,288000.0,0,0.648473975306058,-1.085639551522346,0.6408339497198997,Segment 2
CUST00651,2023-03-07,8,428150,18,29,Male,East,0,17,299,8,428150.0,1,1.1006289092980919,2.065545393649009,1.6374748852338903,Segment 1
CUST00652,2023-03-21,4,84300,13,48,Female,South,0,3,285,4,84300.0,0,0.9659444608749328,-0.03524456979856102,-0.8077265823114943,Segment 2
CUST00653,2023-03-12,5,358000,13,47,Female,North,0,14,294,5,358000.0,1,1.052527320575535,0.48995292106333155,1.1386210741293135,Segment 1
CUST00654,2023-09-29,3,172150,11,22,Female,South,0,37,93,3,172150.0,0,-0.8811565460712477,-0.5604420606604535,-0.18300374117768006,Segment 2
CUST00655,2023-06-02,3,135000,11,43,Female,South,0,10,212,3,135000.0,0,0.26366126552560376,-0.5604420606604535,-0.4471864793463904,Segment 2
CUST00656,2023-12-19,5,174000,14,38,Female,West,1,27,12,5,174000.0,1,-1.6604022833766676,0.48995292106333155,-0.1698479386040027,Segment 1
CUST00657,2023-06-10,8,259700,33,46,Male,West,0,52,204,8,259700.0,1,0.18669872356951286,2.065545393649009,0.43958572656580813,Segment 1
CUST00658,2023-12-05,5,193000,17,42,Female,North,1,19,26,5,193000.0,1,-1.5257178349535088,0.48995292106333155,-0.03473429055001897,Segment 1
CUST00659,2023-10-13,5,531000,17,35,Male,East,0,7,79,5,531000.0,1,-1.0158409944944067,0.48995292106333155,2.368866395884007,Segment 1
CUST00660,2023-11-18,3,85200,10,59,Female,North,0,30,43,3,85200.0,0,-1.3621724332968157,-0.5604420606604535,-0.8013264621405162,Segment 2
CUST00661,2023-07-27,6,320000,17,19,Female,North,0,31,157,6,320000.0,1,-0.26545621042252093,1.0151504119252241,0.868393778021346,Segment 1
CUST00662,2023-02-05,3,140000,10,39,Male,South,0,54,329,3,140000.0,0,1.3892384416334325,-0.5604420606604535,-0.4116302561742894,Segment 2
CUST00663,2023-01-21,3,375000,9,24,Female,North,1,40,344,3,375000.0,1,1.5335432078011029,-0.5604420606604535,1.2595122329144568,Segment 1
CUST00664,2023-12-02,1,250,5,42,Female,East,0,35,29,1,250.0,0,-1.4968568817199746,-1.6108370423842386,-1.405426693834512,Segment 2
CUST00665,2023-07-07,4,247100,13,26,Male,North,0,4,177,4,247100.0,1,-0.07304985553229376,-0.03524456979856102,0.34998404417211365,Segment 1
CUST00666,2023-02-17,2,263000,8,26,Male,South,0,11,317,2,263000.0,0,1.2737946286992963,-1.085639551522346,0.4630528338593948,Segment 2
CUST00667,2023-08-24,3,40100,5,19,Female,South,0,40,129,3,40100.0,0,-0.5348251072688389,-0.5604420606604535,-1.1220435951528671,Segment 2
CUST00668,2023-06-28,5,117250,14,40,Male,East,0,5,186,5,117250.0,0,0.013533004168308448,0.48995292106333155,-0.5734110716073488,Segment 2
CUST00669,2023-02-11,1,50,1,32,Male,East,0,49,323,1,50.0,0,1.3315165351663645,-1.6108370423842386,-1.406848942761396,Segment 2
CUST00670,2023-09-17,3,326100,9,52,Female,West,0,18,105,3,326100.0,1,-0.7657127331371115,-0.5604420606604535,0.9117723702913092,Segment 1
CUST00671,2023-03-21,8,404000,16,31,Female,West,0,8,285,8,404000.0,1,0.9659444608749328,2.065545393649009,1.4657383273126425,Segment 1
CUST00672,2023-07-08,4,24100,10,45,Female,South,1,17,176,4,24100.0,0,-0.08267017327680512,-0.03524456979856102,-1.23582350930359,Segment 2
CUST00673,2023-12-13,6,374400,17,28,Male,East,0,12,18,6,374400.0,1,-1.6026803769095996,1.0151504119252241,1.2552454861338047,Segment 1
CUST00674,2023-04-01,3,88000,8,44,Male,East,1,15,274,3,88000.0,0,0.8601209656853078,-0.5604420606604535,-0.7814149771641397,Segment 2
CUST00675,2023-07-20,6,105800,12,24,Male,South,0,50,164,6,105800.0,1,-0.19811398621094142,1.0151504119252241,-0.6548348226714601,Segment 1
CUST00676,2023-11-27,7,294700,22,34,Male,North,1,49,34,7,294700.0,1,-1.448755292997418,1.5403479027871165,0.688479288770515,Segment 1
CUST00677,2023-12-11,5,158100,16,33,Male,North,0,48,20,5,158100.0,1,-1.5834397414205768,0.48995292106333155,-0.28291672829128384,Segment 1
CUST00678,2023-08-12,4,184000,16,34,Female,West,1,16,141,4,184000.0,0,-0.4193812943347026,-0.03524456979856102,-0.09873549225980074,Segment 2
CUST00679,2023-03-01,3,193100,7,34,Female,North,0,20,305,3,193100.0,0,1.1583508157651599,-0.5604420606604535,-0.03402316608657695,Segment 2
CUST00680,2023-05-21,5,50250,12,39,Female,East,1,25,224,5,50250.0,0,0.37910507845974,0.48995292106333155,-1.049864462113502,Segment 2
CUST00681,2023-01-04,3,96250,13,34,Female,East,0,34,361,3,96250.0,0,1.697088609457796,-0.5604420606604535,-0.722747208930173,Segment 2
CUST00682,2023-04-09,8,483200,28,46,Male,East,0,53,266,8,483200.0,1,0.7831584237292171,2.065545393649009,2.0289489023587217,Segment 1
CUST00683,2023-09-29,2,68000,6,41,Male,North,0,50,93,2,68000.0,0,-0.8811565460712477,-1.085639551522346,-0.9236398698525435,Segment 2
CUST00684,2023-10-06,10,654900,33,58,Male,East,0,56,86,10,654900.0,1,-0.9484987702828273,3.1159403753727943,3.2499496060886695,Segment 1
CUST00685,2023-07-10,5,347000,14,44,Male,West,0,53,174,5,347000.0,1,-0.10191080876582784,0.48995292106333155,1.0603973831506912,Segment 1
CUST00686,2023-01-08,6,435000,19,50,Female,South,0,36,357,6,435000.0,1,1.6586073384797506,1.0151504119252241,1.6861869109796686,Segment 1
CUST00687,2023-11-29,6,393300,21,50,Male,East,1,46,32,6,393300.0,1,-1.4679959284864406,1.0151504119252241,1.3896480097243464,Segment 1
CUST00688,2023-07-22,2,163250,10,31,Female,South,0,55,162,2,163250.0,0,-0.2173546216999641,-1.085639551522346,-0.24629381842401982,Segment 2
CUST00689,2023-07-01,1,75000,3,31,Male,North,0,10,183,1,75000.0,0,-0.015327949065225624,-1.6108370423842386,-0.8738611574116022,Segment 2
CUST00690,2023-07-10,7,440200,19,48,Male,West,0,1,174,7,440200.0,1,-0.10191080876582784,1.5403479027871165,1.7231653830786535,Segment 1
CUST00691,2023-10-26,4,39600,10,60,Female,West,1,48,66,4,39600.0,0,-1.1409051251730544,-0.03524456979856102,-1.125599217470077,Segment 2
CUST00692,2023-10-18,5,414000,14,27,Female,South,0,11,74,5,414000.0,1,-1.0639425832169636,0.48995292106333155,1.5368507736568444,Segment 1
CUST00693,2023-10-02,7,320000,20,49,Male,East,0,26,90,7,320000.0,1,-0.9100174993047818,1.5403479027871165,0.868393778021346,Segment 1
CUST00695,2023-11-23,7,286650,26,20,Male,North,1,5,38,7,286650.0,1,-1.4102740220193724,1.5403479027871165,0.6312337694634325,Segment 1
CUST00696,2023-01-06,2,149000,8,22,Female,West,0,9,359,2,149000.0,0,1.6778479739687733,-1.085639551522346,-0.3476290544645076,Segment 2
CUST00697,2023-04-26,4,96050,9,29,Female,West,0,12,249,4,96050.0,0,0.619613022072524,-0.03524456979856102,-0.724169457857057,Segment 2
CUST00698,2023-01-06,2,48000,4,29,Male,West,0,46,359,2,48000.0,0,1.6778479739687733,-1.085639551522346,-1.0658647625409474,Segment 2
CUST00699,2023-06-18,6,484000,17,58,Female,West,0,41,196,6,484000.0,1,0.10973618161342202,1.0151504119252241,2.034637898066258,Segment 1
CUST00700,2023-06-13,6,69900,12,57,Male,North,0,5,201,6,69900.0,0,0.15783777033597882,1.0151504119252241,-0.9101285050471452,Segment 2
CUST00701,2023-05-16,3,98000,7,21,Female,East,0,43,229,3,98000.0,0,0.42720666718229683,-0.5604420606604535,-0.7103025308199377,Segment 2
CUST00702,2023-12-30,4,106100,7,21,Male,West,0,48,1,4,106100.0,0,-1.7662257785662927,-0.03524456979856102,-0.652701449281134,Segment 2
CUST00703,2023-11-11,2,60000,6,57,Male,East,0,14,50,2,60000.0,0,-1.2948302090852362,-1.085639551522346,-0.9805298269279051,Segment 2
CUST00704,2023-09-30,3,176000,5,29,Male,North,0,30,92,3,176000.0,0,-0.8907768638157592,-0.5604420606604535,-0.1556254493351623,Segment 2
CUST00705,2023-07-29,4,135750,18,60,Male,East,0,7,155,4,135750.0,0,-0.28469684591154365,-0.03524456979856102,-0.4418530458705752,Segment 2
CUST00706,2023-03-26,1,6000,2,37,Female,West,0,37,280,1,6000.0,0,0.917842872152376,-1.6108370423842386,-1.3645370371865957,Segment 2
CUST00707,2023-10-20,5,57400,13,30,Female,West,0,56,72,5,57400.0,0,-1.0831832187059862,0.48995292106333155,-0.9990190629773976,Segment 2
CUST00708,2023-06-21,5,295000,16,29,Female,South,0,38,193,5,295000.0,1,0.08087522837988795,0.48995292106333155,0.690612662160841,Segment 1
CUST00709,2023-12-09,2,171000,6,22,Female,South,0,13,22,2,171000.0,0,-1.564199105931554,-1.085639551522346,-0.19118167250726328,Segment 2
CUST00710,2023-02-06,1,100,2,62,Female,North,1,29,328,1,100.0,0,1.3796181238889211,-1.6108370423842386,-1.4064933805296749,Segment 2
CUST00711,2023-04-27,4,112700,15,30,Female,West,0,35,248,4,112700.0,0,0.6099927043280126,-0.03524456979856102,-0.6057672346939608,Segment 2
CUST00712,2023-10-26,2,99000,6,61,Male,East,1,30,66,2,99000.0,0,-1.1409051251730544,-1.085639551522346,-0.7031912861855174,Segment 2
CUST00713,2023-01-23,5,251100,16,42,Male,South,0,28,342,5,251100.0,1,1.5143025723120802,0.48995292106333155,0.37842902270979445,Segment 1
CUST00714,2023-08-03,5,90700,17,43,Male,West,0,8,150,5,90700.0,0,-0.3327984346341004,0.48995292106333155,-0.762214616651205,Segment 2
CUST00715,2023-01-25,4,335400,15,50,Male,East,0,10,340,4,335400.0,1,1.4950619368230575,-0.03524456979856102,0.977906945391417,Segment 1
