customer_id,compound_mean,compound_median,compound_min,compound_max,neg_mean,neu_mean,pos_mean,churn,sentiment_last,sentiment_vader_last,compound_last,sent_share_negative,sent_share_neutral,sent_share_positive
CUST00564,-0.2523857142857143,-0.3089,-0.4767,0.5719,0.3544285714285714,0.5528571428571428,0.09271428571428572,0,Neutral,Negative,-0.3089,0.2857142857142857,0.42857142857142855,0.2857142857142857
CUST00565,0.621,0.621,0.4404,0.8016,0.0,0.39899999999999997,0.601,0,Neutral,Positive,0.4404,0.0,0.5,0.5
CUST00566,0.68675,0.68675,0.5719,0.8016,0.0,0.2845,0.7155,1,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00567,0.09943999999999999,0.4201,-0.4767,0.5719,0.16219999999999998,0.5276,0.3102,1,Positive,Positive,0.4201,0.2,0.2,0.6
CUST00568,0.04017142857142856,0.0,-0.4767,0.6808,0.17057142857142857,0.6012857142857142,0.22814285714285715,0,Negative,Negative,-0.4767,0.42857142857142855,0.14285714285714285,0.42857142857142855
CUST00569,0.31103333333333333,0.4404,-0.3089,0.8016,0.143,0.45633333333333326,0.40066666666666667,0,Positive,Positive,0.8016,0.0,0.6666666666666666,0.3333333333333333
CUST00570,-0.012800000000000014,0.0,-0.4585,0.4201,0.14266666666666666,0.6966666666666667,0.16066666666666665,1,Positive,Positive,0.4201,0.3333333333333333,0.0,0.6666666666666666
CUST00571,0.25866666666666666,0.5719,-0.4767,0.6808,0.12766666666666668,0.48,0.39233333333333337,0,Positive,Positive,0.6808,0.3333333333333333,0.0,0.6666666666666666
CUST00572,0.08766666666666666,0.0,-0.3089,0.5719,0.143,0.6406666666666666,0.21633333333333335,1,Positive,Positive,0.5719,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00573,-0.4676,-0.4676,-0.4767,-0.4585,0.40549999999999997,0.5945,0.0,0,Positive,Negative,-0.4585,0.5,0.0,0.5
CUST00574,-0.061475000000000016,-0.3089,-0.3089,0.6808,0.32175,0.5462499999999999,0.132,0,Neutral,Negative,-0.3089,0.0,0.75,0.25
CUST00575,0.03706666666666666,0.0,-0.3089,0.4201,0.143,0.6963333333333334,0.16066666666666665,0,Positive,Positive,0.4201,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00576,-0.1648,-0.3089,-0.4767,0.4201,0.248,0.6556,0.0964,0,Negative,Neutral,0.0,0.4,0.2,0.4
CUST00577,0.38099999999999995,0.4404,-0.4585,0.6808,0.061142857142857145,0.48914285714285716,0.44971428571428573,0,Positive,Positive,0.6808,0.0,0.2857142857142857,0.7142857142857143
CUST00578,-0.39280000000000004,-0.39280000000000004,-0.4767,-0.3089,0.406,0.594,0.0,1,Neutral,Negative,-0.3089,0.5,0.5,0.0
CUST00579,0.5205333333333333,0.4404,0.4404,0.6808,0.0,0.5439999999999999,0.45599999999999996,0,Neutral,Positive,0.4404,0.0,0.6666666666666666,0.3333333333333333
CUST00580,-0.01815,-0.01815,-0.4767,0.4404,0.1915,0.5985,0.21,0,Neutral,Positive,0.4404,0.5,0.5,0.0
CUST00581,0.4201,0.4201,0.4201,0.4201,0.0,0.518,0.482,0,Positive,Positive,0.4201,0.0,0.0,1.0
CUST00582,0.08398571428571429,0.0,-0.4767,0.8016,0.1772857142857143,0.591,0.2317142857142857,0,Neutral,Negative,-0.3089,0.2857142857142857,0.5714285714285714,0.14285714285714285
CUST00583,0.33181999999999995,0.5719,-0.4767,0.5719,0.0766,0.43759999999999993,0.48580000000000007,0,Positive,Positive,0.5719,0.2,0.0,0.8
CUST00584,0.38759999999999994,0.5719,-0.4585,0.6808,0.0856,0.4194,0.495,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00585,0.19114,0.4201,-0.4767,0.5719,0.0766,0.6132,0.3102,0,Positive,Positive,0.4201,0.4,0.2,0.4
CUST00586,0.1436375,0.21005,-0.4767,0.8016,0.09575,0.64125,0.263,0,Positive,Positive,0.4201,0.5,0.25,0.25
CUST00587,0.1075625,0.2202,-0.4767,0.8016,0.149375,0.595375,0.25525,0,Negative,Negative,-0.4767,0.375,0.5,0.125
CUST00588,0.03313999999999999,-0.3089,-0.4585,0.8016,0.2572,0.5024,0.2404,1,Neutral,Negative,-0.3089,0.0,0.6,0.4
CUST00589,0.7412,0.7412,0.6808,0.8016,0.0,0.345,0.655,1,Positive,Positive,0.8016,0.0,0.0,1.0
CUST00590,0.28515999999999997,0.4201,-0.4767,0.8016,0.0766,0.5650000000000001,0.3584,1,Positive,Positive,0.8016,0.4,0.0,0.6
CUST00591,-0.3089,-0.3089,-0.3089,-0.3089,0.429,0.571,0.0,0,Neutral,Negative,-0.3089,0.0,1.0,0.0
CUST00592,-0.04453333333333335,-0.4585,-0.4767,0.8016,0.2703333333333333,0.46900000000000003,0.26066666666666666,1,Positive,Negative,-0.4585,0.3333333333333333,0.0,0.6666666666666666
CUST00593,0.105575,0.2202,-0.4585,0.4404,0.107,0.6829999999999999,0.21,0,Negative,Neutral,0.0,0.25,0.5,0.25
CUST00594,0.11998749999999997,0.06575,-0.4585,0.8016,0.21425,0.48837499999999995,0.297375,1,Positive,Positive,0.5719,0.0,0.375,0.625
CUST00595,0.5719,0.5719,0.5719,0.5719,0.0,0.351,0.649,1,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00596,0.3969375,0.4404,-0.3089,0.8016,0.053625,0.559125,0.38725,0,Positive,Positive,0.6808,0.125,0.5,0.375
CUST00597,0.41756666666666664,0.5719,0.0,0.6808,0.0,0.6076666666666667,0.39233333333333337,0,Negative,Neutral,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00598,-0.05060000000000001,-0.4767,-0.4767,0.8016,0.25533333333333336,0.484,0.26066666666666666,0,Negative,Negative,-0.4767,0.6666666666666666,0.0,0.3333333333333333
CUST00599,0.5283,0.50615,0.4201,0.6808,0.0,0.48024999999999995,0.5197499999999999,1,Neutral,Positive,0.4404,0.0,0.25,0.75
CUST00600,-0.39280000000000004,-0.39280000000000004,-0.4767,-0.3089,0.406,0.594,0.0,1,Negative,Negative,-0.4767,0.5,0.5,0.0
CUST00601,0.653875,0.68675,0.4404,0.8016,0.0,0.34175,0.65825,0,Positive,Positive,0.5719,0.0,0.25,0.75
CUST00602,0.08337499999999998,0.05559999999999998,-0.4585,0.6808,0.21425,0.53325,0.2525,0,Positive,Positive,0.4201,0.0,0.25,0.75
CUST00603,0.5109,0.621,0.0,0.8016,0.0,0.504,0.496,1,Negative,Neutral,0.0,0.25,0.25,0.5
CUST00604,0.24634999999999999,0.24634999999999999,-0.3089,0.8016,0.2145,0.39449999999999996,0.391,0,Positive,Positive,0.8016,0.0,0.5,0.5
CUST00605,0.04543749999999999,0.05559999999999998,-0.4767,0.8016,0.19725,0.53975,0.263,1,Neutral,Negative,-0.3089,0.375,0.375,0.25
CUST00606,0.05559999999999998,0.05559999999999998,-0.3089,0.4201,0.2145,0.5445,0.241,1,Neutral,Negative,-0.3089,0.0,0.5,0.5
CUST00607,0.18386666666666665,0.4201,-0.3089,0.4404,0.143,0.5563333333333333,0.30066666666666664,0,Neutral,Positive,0.4404,0.0,0.6666666666666666,0.3333333333333333
CUST00608,-0.21055000000000001,-0.39280000000000004,-0.4767,0.4201,0.29875,0.58075,0.1205,0,Positive,Positive,0.4201,0.5,0.25,0.25
CUST00610,0.5643666666666666,0.5719,0.4404,0.6808,0.0,0.4676666666666667,0.5323333333333333,1,Neutral,Positive,0.4404,0.0,0.3333333333333333,0.6666666666666666
CUST00611,0.20605,0.43025,-0.4767,0.4404,0.09575,0.57375,0.3305,0,Negative,Negative,-0.4767,0.25,0.5,0.25
CUST00612,0.10204999999999997,0.10204999999999997,-0.4767,0.6808,0.1915,0.5445,0.264,1,Positive,Positive,0.6808,0.5,0.0,0.5
CUST00613,-0.4767,-0.4767,-0.4767,-0.4767,0.383,0.617,0.0,0,Negative,Negative,-0.4767,1.0,0.0,0.0
CUST00614,0.11436666666666666,0.0,-0.4585,0.8016,0.14266666666666666,0.5966666666666667,0.26066666666666666,0,Positive,Positive,0.8016,0.3333333333333333,0.0,0.6666666666666666
CUST00615,0.41857999999999995,0.4201,0.0,0.6808,0.0,0.5718,0.4282,0,Positive,Positive,0.4201,0.2,0.0,0.8
CUST00616,0.2122,0.4404,-0.4585,0.5719,0.107125,0.573125,0.31975,0,Neutral,Negative,-0.3089,0.125,0.5,0.375
CUST00617,0.34604999999999997,0.50615,-0.3089,0.6808,0.10725,0.49349999999999994,0.39925,0,Positive,Positive,0.6808,0.0,0.5,0.5
CUST00618,0.35146,0.4404,-0.4767,0.8016,0.0766,0.4568,0.4666,0,Positive,Positive,0.8016,0.2,0.2,0.6
CUST00619,0.3722714285714286,0.4404,-0.3089,0.8016,0.061285714285714284,0.53,0.4087142857142857,0,Positive,Positive,0.5719,0.14285714285714285,0.2857142857142857,0.5714285714285714
CUST00620,-0.26014,-0.4585,-0.4767,0.4201,0.3246,0.579,0.0964,0,Positive,Positive,0.4201,0.4,0.2,0.4
CUST00621,0.10204999999999997,0.10204999999999997,-0.4767,0.6808,0.1915,0.5445,0.264,0,Positive,Positive,0.6808,0.5,0.0,0.5
CUST00622,0.043833333333333335,0.0,-0.3089,0.4404,0.143,0.717,0.13999999999999999,0,Neutral,Negative,-0.3089,0.3333333333333333,0.6666666666666666,0.0
CUST00623,0.47478,0.5719,0.0,0.6808,0.0,0.575,0.425,0,Positive,Positive,0.6808,0.2,0.2,0.6
CUST00624,0.50615,0.50615,0.4404,0.5719,0.0,0.46549999999999997,0.5345,0,Neutral,Positive,0.4404,0.0,0.5,0.5
CUST00625,0.5280666666666667,0.5719,0.4404,0.5719,0.0,0.42733333333333334,0.5726666666666667,0,Positive,Positive,0.5719,0.0,0.3333333333333333,0.6666666666666666
CUST00626,-0.16493333333333335,-0.4585,-0.4767,0.4404,0.2703333333333333,0.5896666666666667,0.13999999999999999,0,Neutral,Positive,0.4404,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00627,0.40527142857142856,0.4404,-0.3089,0.6808,0.061285714285714284,0.49785714285714283,0.4408571428571429,0,Positive,Positive,0.5719,0.0,0.5714285714285714,0.42857142857142855
CUST00628,0.1815,0.4404,-0.4767,0.6808,0.16240000000000002,0.5182,0.3194,0,Positive,Positive,0.5719,0.2,0.4,0.4
CUST00629,0.3673333333333333,0.4404,-0.4585,0.6808,0.07133333333333333,0.5323333333333333,0.39633333333333337,1,Positive,Positive,0.6808,0.0,0.3333333333333333,0.6666666666666666
CUST00630,-0.07123333333333336,-0.3089,-0.4767,0.5719,0.27066666666666667,0.513,0.21633333333333335,0,Neutral,Negative,-0.3089,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00631,0.621,0.621,0.4404,0.8016,0.0,0.39899999999999997,0.601,0,Positive,Positive,0.8016,0.0,0.5,0.5
CUST00632,0.3010333333333333,0.6808,-0.4585,0.6808,0.14266666666666666,0.5053333333333333,0.35200000000000004,0,Positive,Positive,0.6808,0.0,0.0,1.0
CUST00633,-0.39280000000000004,-0.39280000000000004,-0.4767,-0.3089,0.406,0.594,0.0,0,Negative,Negative,-0.4767,0.5,0.5,0.0
CUST00634,0.019274999999999987,-0.009050000000000002,-0.4767,0.5719,0.20274999999999999,0.53,0.26725,0,Positive,Negative,-0.4585,0.25,0.25,0.5
CUST00635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Negative,Neutral,0.0,1.0,0.0,0.0
CUST00636,0.05669999999999997,0.05669999999999997,-0.4585,0.5719,0.214,0.46149999999999997,0.3245,0,Positive,Negative,-0.4585,0.0,0.0,1.0
CUST00637,-0.08682500000000001,-0.15445,-0.4585,0.4201,0.21425,0.66525,0.1205,1,Negative,Neutral,0.0,0.25,0.25,0.5
CUST00638,0.44040000000000007,0.4404,0.4404,0.4404,0.0,0.58,0.42,0,Neutral,Positive,0.4404,0.0,1.0,0.0
CUST00639,0.17254,0.4404,-0.4585,0.4404,0.0856,0.6624,0.252,1,Neutral,Positive,0.4404,0.2,0.6,0.2
CUST00640,-0.16442857142857142,-0.3089,-0.4767,0.4404,0.29957142857142854,0.5715714285714285,0.12885714285714284,0,Negative,Negative,-0.4767,0.14285714285714285,0.42857142857142855,0.42857142857142855
CUST00641,0.4404,0.4404,0.4404,0.4404,0.0,0.58,0.42,0,Neutral,Positive,0.4404,0.0,1.0,0.0
CUST00642,0.22693333333333332,0.0,0.0,0.6808,0.0,0.824,0.17600000000000002,0,Negative,Neutral,0.0,0.6666666666666666,0.0,0.3333333333333333
CUST00643,0.5137666666666666,0.4404,0.4201,0.6808,0.0,0.5233333333333333,0.4766666666666666,0,Positive,Positive,0.6808,0.0,0.3333333333333333,0.6666666666666666
CUST00644,0.2202,0.2202,0.0,0.4404,0.0,0.79,0.21,0,Negative,Neutral,0.0,0.5,0.5,0.0
CUST00645,0.3581,0.43025,0.0,0.5719,0.0,0.61225,0.38775,0,Positive,Positive,0.4201,0.25,0.25,0.5
CUST00646,-0.02322500000000001,-0.02830000000000002,-0.4767,0.4404,0.1915,0.583,0.22549999999999998,1,Negative,Negative,-0.4767,0.5,0.25,0.25
CUST00647,-0.26334,-0.4767,-0.4767,0.5719,0.3154,0.5548,0.1298,0,Negative,Negative,-0.4767,0.6,0.0,0.4
CUST00648,0.30358571428571424,0.4404,-0.4767,0.4404,0.054714285714285715,0.5675714285714285,0.3777142857142857,0,Negative,Negative,-0.4767,0.14285714285714285,0.5714285714285714,0.2857142857142857
CUST00649,0.16716,0.0,-0.4585,0.8016,0.1714,0.5157999999999999,0.3128,0,Positive,Negative,-0.4585,0.2,0.2,0.6
CUST00650,0.06575,0.06575,-0.3089,0.4404,0.2145,0.5754999999999999,0.21,0,Neutral,Negative,-0.3089,0.0,1.0,0.0
CUST00651,0.24129999999999996,0.4201,-0.4767,0.8016,0.09575,0.53575,0.3685,0,Positive,Positive,0.4201,0.375,0.125,0.5
CUST00652,-0.242875,-0.4676,-0.4767,0.4404,0.2985,0.5965,0.105,0,Positive,Negative,-0.4585,0.5,0.25,0.25
CUST00653,0.03719999999999999,0.0,-0.4767,0.6808,0.16219999999999998,0.6481999999999999,0.1896,0,Negative,Neutral,0.0,0.4,0.2,0.4
CUST00654,-0.11503333333333336,-0.4585,-0.4585,0.5719,0.2853333333333333,0.4983333333333333,0.21633333333333335,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00655,0.5978666666666667,0.5719,0.4201,0.8016,0.0,0.36233333333333334,0.6376666666666667,0,Positive,Positive,0.4201,0.0,0.0,1.0
CUST00656,0.11757999999999998,0.0,-0.4767,0.8016,0.16240000000000002,0.5513999999999999,0.2862,1,Positive,Positive,0.8016,0.4,0.2,0.4
CUST00657,0.4608375,0.4404,0.0,0.8016,0.0,0.52225,0.47775,0,Positive,Positive,0.5719,0.125,0.375,0.5
CUST00658,0.25505999999999995,0.4404,-0.3089,0.5719,0.0858,0.5706,0.3436,1,Negative,Neutral,0.0,0.2,0.4,0.4
CUST00659,0.19478,0.4201,-0.4585,0.5719,0.0856,0.6042,0.3102,0,Neutral,Positive,0.4404,0.2,0.2,0.6
CUST00660,0.18386666666666665,0.4201,-0.3089,0.4404,0.143,0.5563333333333333,0.30066666666666664,0,Neutral,Negative,-0.3089,0.0,0.6666666666666666,0.3333333333333333
CUST00661,0.08051666666666665,0.0,-0.3089,0.6808,0.143,0.6886666666666666,0.16833333333333333,0,Positive,Positive,0.4201,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00662,0.17853333333333332,0.4404,-0.4767,0.5719,0.12766666666666668,0.516,0.35633333333333334,0,Neutral,Positive,0.4404,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00663,-0.015300000000000017,-0.3089,-0.3089,0.5719,0.286,0.49766666666666665,0.21633333333333335,1,Neutral,Negative,-0.3089,0.0,0.6666666666666666,0.3333333333333333
CUST00664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Negative,Neutral,0.0,1.0,0.0,0.0
CUST00665,0.5307,0.4404,0.4404,0.8016,0.0,0.48949999999999994,0.5105,0,Neutral,Positive,0.4404,0.0,0.75,0.25
CUST00666,0.5606,0.5606,0.4404,0.6808,0.0,0.526,0.474,0,Positive,Positive,0.6808,0.0,0.5,0.5
CUST00667,-0.012800000000000014,0.0,-0.4585,0.4201,0.14266666666666666,0.6966666666666667,0.16066666666666665,0,Negative,Neutral,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00668,0.35359999999999997,0.5719,-0.4767,0.6808,0.0766,0.46180000000000004,0.46159999999999995,0,Negative,Negative,-0.4767,0.2,0.0,0.8
CUST00669,0.4201,0.4201,0.4201,0.4201,0.0,0.518,0.482,0,Positive,Positive,0.4201,0.0,0.0,1.0
CUST00670,0.4941333333333333,0.6808,0.0,0.8016,0.0,0.5633333333333334,0.4366666666666667,0,Positive,Positive,0.6808,0.3333333333333333,0.0,0.6666666666666666
CUST00671,0.08591249999999997,0.05559999999999998,-0.4585,0.6808,0.21425,0.5409999999999999,0.24475,0,Neutral,Negative,-0.3089,0.0,0.375,0.625
CUST00672,-0.08682500000000001,-0.15445,-0.4585,0.4201,0.21425,0.66525,0.1205,1,Positive,Negative,-0.4585,0.25,0.25,0.5
CUST00673,0.15626666666666666,0.43025,-0.4767,0.5719,0.13516666666666666,0.5363333333333333,0.3285,0,Positive,Positive,0.5719,0.16666666666666666,0.3333333333333333,0.5
CUST00674,0.6409333333333334,0.6808,0.4404,0.8016,0.0,0.42333333333333334,0.5766666666666667,1,Positive,Positive,0.8016,0.0,0.3333333333333333,0.6666666666666666
CUST00675,0.34918333333333335,0.4404,-0.4585,0.6808,0.07133333333333333,0.5121666666666667,0.41650000000000004,0,Positive,Positive,0.4201,0.0,0.3333333333333333,0.6666666666666666
CUST00676,0.48525714285714283,0.4404,-0.3089,0.8016,0.061285714285714284,0.41471428571428565,0.524,1,Positive,Positive,0.4201,0.0,0.42857142857142855,0.5714285714285714
CUST00677,0.12528,0.4404,-0.4767,0.6808,0.16219999999999998,0.5641999999999999,0.27359999999999995,0,Neutral,Positive,0.4404,0.2,0.4,0.4
CUST00678,0.1339,0.2202,-0.4767,0.5719,0.09575,0.637,0.26725,1,Negative,Neutral,0.0,0.5,0.25,0.25
CUST00679,-0.2618666666666667,-0.3089,-0.4767,0.0,0.27066666666666667,0.7293333333333333,0.0,0,Negative,Negative,-0.4767,0.6666666666666666,0.3333333333333333,0.0
CUST00680,0.21099999999999994,0.4201,-0.3089,0.6808,0.1716,0.49659999999999993,0.3318,1,Positive,Positive,0.5719,0.0,0.4,0.6
CUST00681,0.18386666666666665,0.4201,-0.3089,0.4404,0.143,0.5563333333333333,0.30066666666666664,0,Positive,Positive,0.4201,0.0,0.6666666666666666,0.3333333333333333
CUST00682,-0.09335000000000003,-0.4585,-0.4767,0.5719,0.26187499999999997,0.515625,0.2225,0,Positive,Positive,0.5719,0.125,0.0,0.875
CUST00683,0.05669999999999997,0.05669999999999997,-0.4585,0.5719,0.214,0.46149999999999997,0.3245,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00684,0.17317,0.2202,-0.4767,0.8016,0.12410000000000002,0.5839,0.292,0,Positive,Positive,0.5719,0.3,0.4,0.3
CUST00685,-0.12718000000000002,-0.3089,-0.4585,0.4404,0.2572,0.6587999999999999,0.08399999999999999,0,Neutral,Negative,-0.3089,0.2,0.6,0.2
CUST00686,0.43431666666666663,0.50615,-0.3089,0.8016,0.0715,0.45166666666666666,0.4768333333333333,0,Neutral,Negative,-0.3089,0.0,0.3333333333333333,0.6666666666666666
CUST00687,-0.00338333333333334,-0.15445,-0.4767,0.8016,0.1991666666666667,0.6004999999999999,0.20033333333333334,1,Negative,Neutral,0.0,0.5,0.3333333333333333,0.16666666666666666
CUST00688,-0.009050000000000002,-0.009050000000000002,-0.4585,0.4404,0.214,0.576,0.21,0,Positive,Negative,-0.4585,0.0,0.5,0.5
CUST00689,-0.4585,-0.4585,-0.4585,-0.4585,0.428,0.572,0.0,0,Positive,Negative,-0.4585,0.0,0.0,1.0
CUST00690,0.5548857142857143,0.4404,0.4201,0.8016,0.0,0.47971428571428565,0.5202857142857142,0,Neutral,Positive,0.4404,0.0,0.2857142857142857,0.7142857142857143
CUST00691,0.435325,0.4404,0.4201,0.4404,0.0,0.5645,0.4355,1,Neutral,Positive,0.4404,0.0,0.75,0.25
CUST00692,0.04897999999999999,0.0,-0.4585,0.5719,0.1714,0.6148,0.2138,0,Neutral,Negative,-0.3089,0.2,0.4,0.4
CUST00693,0.04645714285714284,0.4201,-0.4585,0.4404,0.18342857142857144,0.5499999999999999,0.26657142857142857,0,Positive,Negative,-0.4585,0.0,0.14285714285714285,0.8571428571428571
CUST00695,0.33945714285714285,0.4404,-0.3089,0.6808,0.061285714285714284,0.549,0.3897142857142857,1,Negative,Neutral,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714
CUST00696,0.17154999999999998,0.17154999999999998,-0.4585,0.8016,0.214,0.39499999999999996,0.391,0,Positive,Positive,0.8016,0.0,0.0,1.0
CUST00697,0.28617499999999996,0.4008,-0.4585,0.8016,0.107,0.502,0.391,0,Positive,Negative,-0.4585,0.25,0.0,0.75
CUST00698,0.11114999999999997,0.11114999999999997,-0.4585,0.6808,0.214,0.522,0.264,0,Positive,Negative,-0.4585,0.0,0.0,1.0
CUST00699,0.10779999999999999,0.21005,-0.4767,0.5719,0.13533333333333333,0.6061666666666666,0.2585,0,Neutral,Positive,0.4404,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00700,0.06878333333333331,0.05669999999999997,-0.4767,0.6808,0.19899999999999998,0.49666666666666665,0.30433333333333334,0,Positive,Positive,0.6808,0.3333333333333333,0.0,0.6666666666666666
CUST00701,0.22089999999999999,0.4404,-0.4585,0.6808,0.14266666666666666,0.5413333333333333,0.316,0,Neutral,Positive,0.4404,0.0,0.3333333333333333,0.6666666666666666
CUST00702,0.15152499999999997,0.13149999999999998,-0.4585,0.8016,0.21425,0.42799999999999994,0.35775,0,Neutral,Negative,-0.3089,0.0,0.25,0.75
CUST00703,0.4201,0.4201,0.4201,0.4201,0.0,0.518,0.482,0,Positive,Positive,0.4201,0.0,0.0,1.0
CUST00704,0.08766666666666666,0.0,-0.3089,0.5719,0.143,0.6406666666666666,0.21633333333333335,0,Neutral,Negative,-0.3089,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00705,0.13679999999999998,0.11114999999999997,-0.4767,0.8016,0.20274999999999999,0.46975,0.3275,0,Positive,Positive,0.6808,0.25,0.0,0.75
CUST00706,0.4404,0.4404,0.4404,0.4404,0.0,0.58,0.42,0,Neutral,Positive,0.4404,0.0,1.0,0.0
CUST00707,0.4404,0.4404,0.4404,0.4404,0.0,0.58,0.42000000000000004,0,Neutral,Positive,0.4404,0.0,1.0,0.0
CUST00708,-0.03804000000000002,-0.4585,-0.4767,0.8016,0.23879999999999998,0.5084,0.2528,0,Positive,Positive,0.4201,0.4,0.0,0.6
CUST00709,0.62635,0.62635,0.5719,0.6808,0.0,0.4115,0.5885,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00710,0.5719,0.5719,0.5719,0.5719,0.0,0.351,0.649,1,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00711,0.561175,0.5719,0.4201,0.6808,0.0,0.423,0.577,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00712,-0.15445,-0.15445,-0.3089,0.0,0.2145,0.7855,0.0,1,Neutral,Negative,-0.3089,0.5,0.5,0.0
CUST00713,0.37901999999999997,0.5719,-0.4585,0.6808,0.0856,0.477,0.43740000000000007,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00714,0.24135999999999996,0.5719,-0.3089,0.6808,0.1716,0.46319999999999995,0.3652,0,Neutral,Negative,-0.3089,0.0,0.4,0.6
CUST00715,-0.20092500000000002,-0.38370000000000004,-0.4767,0.4404,0.31,0.585,0.105,0,Neutral,Negative,-0.3089,0.25,0.5,0.25
CUST00716,0.26116666666666666,0.4404,-0.4585,0.8016,0.14266666666666666,0.4566666666666666,0.40066666666666667,1,Positive,Positive,0.8016,0.0,0.3333333333333333,0.6666666666666666
CUST00717,-0.4147,-0.4585,-0.4767,-0.3089,0.41333333333333333,0.5866666666666666,0.0,0,Positive,Negative,-0.4585,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00718,-0.09086666666666669,-0.4767,-0.4767,0.6808,0.25533333333333336,0.5686666666666667,0.17600000000000002,0,Positive,Positive,0.6808,0.6666666666666666,0.0,0.3333333333333333
CUST00719,0.50615,0.50615,0.4404,0.5719,0.0,0.46549999999999997,0.5345,0,Neutral,Positive,0.4404,0.0,0.5,0.5
CUST00720,0.32313333333333333,0.5606,-0.4767,0.8016,0.13533333333333333,0.44599999999999995,0.4186666666666667,1,Neutral,Negative,-0.3089,0.16666666666666666,0.3333333333333333,0.5
CUST00721,-0.11062500000000001,-0.38370000000000004,-0.4767,0.8016,0.31,0.49449999999999994,0.1955,1,Negative,Negative,-0.4767,0.25,0.25,0.5
CUST00722,0.10943999999999998,0.0,-0.4767,0.8016,0.16219999999999998,0.5758,0.262,0,Positive,Negative,-0.4585,0.4,0.0,0.6
CUST00723,0.008549999999999988,-0.15445,-0.4585,0.8016,0.21425,0.5902499999999999,0.1955,1,Positive,Positive,0.8016,0.25,0.25,0.5
CUST00724,0.415525,0.43025,0.0,0.8016,0.0,0.579,0.421,0,Positive,Positive,0.4201,0.25,0.25,0.5
CUST00725,-0.4585,-0.4585,-0.4585,-0.4585,0.428,0.572,0.0,0,Positive,Negative,-0.4585,0.0,0.0,1.0
CUST00726,0.43025,0.43025,0.4201,0.4404,0.0,0.5489999999999999,0.45099999999999996,0,Positive,Positive,0.4201,0.0,0.5,0.5
CUST00727,0.28595,0.4404,-0.3089,0.5719,0.10725,0.5205,0.37224999999999997,0,Neutral,Positive,0.4404,0.0,0.75,0.25
CUST00728,0.8016,0.8016,0.8016,0.8016,0.0,0.218,0.782,0,Positive,Positive,0.8016,0.0,0.0,1.0
CUST00729,-0.38370000000000004,-0.38370000000000004,-0.4585,-0.3089,0.4285,0.5714999999999999,0.0,0,Positive,Negative,-0.4585,0.0,0.5,0.5
CUST00730,0.340975,0.496,-0.3089,0.6808,0.10725,0.478,0.41475,1,Neutral,Negative,-0.3089,0.0,0.25,0.75
CUST00731,0.06575,0.06575,-0.3089,0.4404,0.2145,0.5754999999999999,0.21,0,Neutral,Negative,-0.3089,0.0,1.0,0.0
CUST00732,0.22064,0.4201,-0.3089,0.5719,0.0858,0.5916,0.3226,0,Positive,Positive,0.5719,0.2,0.2,0.6
CUST00733,0.29929999999999995,0.4404,-0.4585,0.8016,0.07133333333333333,0.5501666666666666,0.3785,0,Negative,Neutral,0.0,0.16666666666666666,0.3333333333333333,0.5
CUST00734,0.29427777777777775,0.4404,-0.4767,0.6808,0.0901111111111111,0.575,0.3348888888888889,0,Positive,Negative,-0.4585,0.2222222222222222,0.1111111111111111,0.6666666666666666
CUST00735,0.24634999999999999,0.24634999999999999,-0.3089,0.8016,0.2145,0.39449999999999996,0.391,0,Neutral,Negative,-0.3089,0.0,0.5,0.5
CUST00736,-0.012800000000000014,0.0,-0.4585,0.4201,0.14266666666666666,0.6966666666666667,0.16066666666666665,0,Positive,Negative,-0.4585,0.3333333333333333,0.0,0.6666666666666666
CUST00737,0.09943999999999997,0.4201,-0.4767,0.5719,0.16219999999999998,0.5276,0.3102,1,Positive,Positive,0.5719,0.2,0.2,0.6
CUST00738,0.3242333333333333,0.4404,-0.3089,0.8016,0.0715,0.5499999999999999,0.3785,0,Neutral,Positive,0.4404,0.16666666666666666,0.5,0.3333333333333333
